Date,Time,Relative_time,Temperature,Frequency_0,Dissipation_0,Frequency_1,Dissipation_1,Frequency_2,Dissipation_2,Frequency_3,Dissipation_3,Frequency_4,Dissipation_4,,,4959898.644
8/10/2022,8:51:40,1449.967,37,4959909.23,0.001723748,14865648.89,0.003902393,24772551.28,0.00450126,34678022.12,0.005380967,44584149.73,0.00605742,,,
8/10/2022,8:51:42,1451.479,37,4959909.25,0.001723673,14865649.2,0.003903,24772551.5,0.004502847,34678023.05,0.005381173,44584149.67,0.006058467,,,
8/10/2022,8:51:42,1451.482,37,4959909.25,0.001723673,14865649.2,0.003903,24772551.5,0.004502847,34678023.05,0.005381173,44584149.67,0.006058467,,,
8/10/2022,8:51:43,1452.542,37,4959909.16,0.001723728,14865649.2,0.003902687,24772551.7,0.00450264,34678024.82,0.005382327,44584149.79,0.00606016,,,
8/10/2022,8:51:44,1453.788,37,4959909.23,0.001723777,14865649.32,0.003903547,24772551.45,0.004501593,34678025.29,0.005380273,44584148.47,0.006053513,,,
8/10/2022,8:51:45,1455.029,37,4959909.14,0.001723811,14865649.37,0.003903473,24772551.28,0.004500287,34678027.96,0.00538466,44584148.8,0.006057813,,,
8/10/2022,8:51:47,1456.284,37,4959908.87,0.001723793,14865650.08,0.003904953,24772551.4,0.00450094,34678030.61,0.005390353,44584149.63,0.006060173,,,
8/10/2022,8:51:50,1459.221,37,4959909.07,0.001723791,14865649.03,0.00390318,24772551.75,0.00450136,34678031.31,0.005392573,44584148.97,0.006059027,,,
8/10/2022,8:51:50,1459.222,37,4959909.07,0.001723791,14865649.03,0.00390318,24772551.75,0.00450136,34678031.31,0.005392573,44584148.97,0.006059027,,,
8/10/2022,8:51:52,1461.493,37,4959909.35,0.001723594,14865647.34,0.003900307,24772552.29,0.00450078,34678032.21,0.00539432,44584148.94,0.00606026,,,
8/10/2022,8:51:54,1463.987,37,4959909.21,0.001723571,14865648.41,0.003901373,24772551.8,0.004498107,34678031.16,0.005392607,44584149.54,0.006061747,,,
8/10/2022,8:51:56,1465.232,37,4959909.25,0.001723471,14865649.25,0.00390242,24772551.78,0.004499207,34678031.15,0.005391733,44584150.13,0.006064893,,,
8/10/2022,8:51:57,1466.558,37,4959909.33,0.001723392,14865650.52,0.003904547,24772552.37,0.004499933,34678030.85,0.005391613,44584149.76,0.006059013,,,
8/10/2022,8:51:58,1467.985,37,4959909.51,0.001723365,14865652.16,0.003907033,24772551.67,0.004498967,34678033.53,0.00539666,44584151.2,0.00606334,,,
8/10/2022,8:52:00,1469.237,37,4959909.27,0.001723428,14865652.21,0.00390738,24772551.31,0.004499327,34678034.07,0.005400407,44584152.28,0.006066413,,,
8/10/2022,8:52:01,1470.492,37,4959909.5,0.001723231,14865653.19,0.003909293,24772551.34,0.004498813,34678033.14,0.005397,44584152.11,0.006064207,,,
8/10/2022,8:52:02,1471.751,37,4959909.45,0.001723247,14865653.9,0.00391032,24772550.43,0.004498473,34678033.87,0.005397907,44584152.91,0.006069953,,,
8/10/2022,8:52:04,1473.258,37,4959909.28,0.001723271,14865652.84,0.003909213,24772549.61,0.004496553,34678031.63,0.005395593,44584151.64,0.006067553,,,
8/10/2022,8:52:04,1473.259,37,4959909.28,0.001723271,14865652.84,0.003909213,24772549.61,0.004496553,34678031.63,0.005395593,44584151.64,0.006067553,,,
8/10/2022,8:52:05,1474.255,37,4959909.49,0.001723287,14865651.95,0.003907667,24772549.54,0.004496587,34678031.93,0.005396187,44584152.18,0.006073727,,,
8/10/2022,8:52:06,1475.522,37,4959909.6,0.001723397,14865651.5,0.003907727,24772549.94,0.004497133,34678032.34,0.00539642,44584151.84,0.006075933,,,
8/10/2022,8:52:07,1477.02,37,4959909.47,0.001723452,14865651.12,0.003907367,24772549.4,0.0044954,34678032,0.00539602,44584150.11,0.006071193,,,
8/10/2022,8:52:07,1477.021,37,4959909.47,0.001723452,14865651.12,0.003907367,24772549.4,0.0044954,34678032,0.00539602,44584150.11,0.006071193,,,
8/10/2022,8:52:08,1478.023,37,4959909.69,0.001723366,14865649.88,0.003905453,24772549.93,0.00449514,34678032.33,0.00539608,44584150.69,0.0060752,,,
8/10/2022,8:52:10,1479.346,37,4959909.8,0.001723299,14865649.63,0.003905013,24772550.06,0.004494613,34678031.55,0.00539158,44584149.68,0.006066653,,,
8/10/2022,8:52:11,1480.587,37,4959910.01,0.001723314,14865650.03,0.00390552,24772550.31,0.004495047,34678030.96,0.00539098,44584150.64,0.00606806,,,
8/10/2022,8:52:12,1481.828,37,4959910.08,0.001723141,14865650.57,0.00390558,24772549.33,0.00449112,34678031.88,0.005389487,44584151.16,0.006075933,,,
8/10/2022,8:52:14,1483.274,37,4959910.15,0.001723005,14865651.38,0.003906793,24772549.21,0.0044914,34678032.15,0.005389153,44584151.14,0.006080593,,,
8/10/2022,8:52:15,1484.52,37,4959910.33,0.001722992,14865650.95,0.003906793,24772549.86,0.00449112,34678033.55,0.005390833,44584150.99,0.00608018,,,
8/10/2022,8:52:16,1485.761,37,4959910.33,0.001722933,14865650.91,0.003906167,24772549.74,0.004490653,34678033.91,0.0053904,44584150.69,0.006075953,,,
8/10/2022,8:52:17,1487.021,37,4959910.35,0.001722866,14865649.86,0.003904967,24772549.57,0.004490253,34678033.76,0.00538942,44584150.01,0.006072233,,,
8/10/2022,8:52:19,1488.273,37,4959910.73,0.001722856,14865650.21,0.00390542,24772548.93,0.00449068,34678033.47,0.005390187,44584149.86,0.00606926,,,
8/10/2022,8:52:21,1490.771,37,4959910.46,0.001722791,14865650.85,0.0039054,24772547.26,0.004488267,34678034.94,0.00539282,44584149.78,0.006064947,,,
8/10/2022,8:52:22,1492.082,37,4959910.51,0.001722798,14865651.32,0.0039065,24772547.4,0.004489287,34678035.75,0.005394467,44584150.42,0.00607126,,,
8/10/2022,8:52:24,1493.34,37,4959910.65,0.001722833,14865651.58,0.003907307,24772547.26,0.00448884,34678033.09,0.005389533,44584150.81,0.006080747,,,
8/10/2022,8:52:25,1494.76,37,4959910.65,0.001722854,14865651.6,0.003907093,24772548.54,0.0044914,34678031.45,0.005386653,44584150.96,0.00607936,,,
8/10/2022,8:52:26,1496.02,37,4959910.49,0.001722941,14865651.97,0.0039077,24772549.54,0.00449396,34678031.89,0.00538618,44584151.65,0.006083613,,,
8/10/2022,8:52:28,1497.519,37,4959910.63,0.001722866,14865651.57,0.003907067,24772550,0.00449608,34678033.07,0.005387847,44584150.95,0.006075393,,,
8/10/2022,8:52:28,1497.52,37,4959910.63,0.001722866,14865651.57,0.003907067,24772550,0.00449608,34678033.07,0.005387847,44584150.95,0.006075393,,,
8/10/2022,8:52:29,1498.522,37,4959910.6,0.001722904,14865652.24,0.00390842,24772549.28,0.004492593,34678034.46,0.005390407,44584151.62,0.006082427,,,
8/10/2022,8:52:31,1501.014,37,4959910.44,0.001722934,14865649.54,0.003903213,24772549.79,0.00449574,34678034.14,0.00539078,44584151.23,0.006076553,,,
8/10/2022,8:52:33,1502.269,37,4959910.47,0.001722975,14865650.19,0.0039042,24772550.31,0.004497653,34678034.55,0.0053905,44584151.23,0.006080907,,,
8/10/2022,8:52:34,1503.522,37,4959910.53,0.001722891,14865651.61,0.003906387,24772550.13,0.004497013,34678033.91,0.005389887,44584151.26,0.006080153,,,
8/10/2022,8:52:35,1504.777,37,4959910.62,0.001722659,14865650.54,0.003905307,24772550.18,0.004496253,34678034.1,0.00538894,44584150.54,0.006076033,,,
8/10/2022,8:52:37,1506.266,37,4959910.65,0.001722521,14865652.27,0.003908453,24772549.16,0.004495007,34678035.51,0.005389347,44584150.83,0.00607946,,,
8/10/2022,8:52:38,1507.336,37,4959910.72,0.001722595,14865652.63,0.00390866,24772549.34,0.00449434,34678036.3,0.005387307,44584149.19,0.0060693,,,
8/10/2022,8:52:39,1508.764,37,4959910.64,0.001722617,14865653.18,0.003909753,24772549.66,0.004493687,34678036.07,0.005387513,44584149.54,0.0060717,,,
8/10/2022,8:52:41,1510.261,37,4959910.77,0.001722635,14865653.38,0.00390992,24772549.81,0.004492393,34678032.84,0.00538418,44584150.23,0.0060721,,,
8/10/2022,8:52:41,1510.261,37,4959910.77,0.001722635,14865653.38,0.00390992,24772549.81,0.004492393,34678032.84,0.00538418,44584150.23,0.0060721,,,
8/10/2022,8:52:42,1511.266,37,4959910.9,0.00172263,14865652.39,0.003908493,24772549.84,0.00449456,34678033.01,0.005385067,44584150.78,0.006071967,,,
8/10/2022,8:52:43,1512.524,37,4959910.91,0.001722619,14865652.33,0.0039082,24772550.96,0.00449686,34678032.41,0.005381467,44584150.52,0.006069927,,,
8/10/2022,8:52:44,1513.765,37,4959910.91,0.00172267,14865652.51,0.003908213,24772550.65,0.004496687,34678032.4,0.005379467,44584149.53,0.0060669,,,
8/10/2022,8:52:45,1515.019,37,4959911.1,0.001722628,14865652.75,0.003908067,24772550.31,0.0044954,34678032.47,0.00538022,44584148.74,0.006064727,,,
8/10/2022,8:52:47,1516.27,37,4959911.11,0.001722519,14865651.6,0.003906907,24772550.02,0.0044948,34678031.13,0.005377907,44584148.98,0.00606784,,,
8/10/2022,8:52:48,1517.521,37,4959910.98,0.001722567,14865651.8,0.003907307,24772549.87,0.004494467,34678030.93,0.00537818,44584149.01,0.006065553,,,
8/10/2022,8:52:49,1518.849,37,4959911.1,0.001722436,14865651.44,0.003906927,24772549.81,0.00449354,34678030.96,0.00537824,44584148.8,0.00606106,,,
8/10/2022,8:52:50,1520.101,37,4959911.31,0.001722356,14865653.06,0.00390912,24772550.04,0.00449374,34678029.63,0.0053766,44584148.93,0.006058087,,,
8/10/2022,8:52:52,1521.36,37,4959911.15,0.00172237,14865653.39,0.003909573,24772550,0.004496373,34678030.14,0.005376867,44584148.29,0.00605012,,,
8/10/2022,8:52:53,1522.78,37,4959911.43,0.001722189,14865653.26,0.0039092,24772549.2,0.00449442,34678030.42,0.005374633,44584148.26,0.00605028,,,
8/10/2022,8:52:54,1524.035,37,4959911.53,0.001722199,14865653.3,0.00390926,24772549.05,0.004495587,34678031.19,0.005375653,44584148.7,0.006053353,,,
8/10/2022,8:52:56,1525.293,37,4959911.39,0.001722289,14865653.32,0.003909447,24772548.68,0.004493113,34678028.9,0.005373073,44584148.03,0.006049913,,,
8/10/2022,8:52:57,1526.548,37,4959911.59,0.001722145,14865652.21,0.003907573,24772548.87,0.004493947,34678030.18,0.005375367,44584147.8,0.006048007,,,
8/10/2022,8:52:58,1527.799,37,4959911.55,0.001722198,14865652.43,0.003907933,24772546.96,0.00449282,34678030.27,0.00537434,44584147.83,0.006046887,,,
8/10/2022,8:52:59,1529.053,37,4959911.31,0.001722256,14865652.83,0.003908773,24772546.88,0.004491547,34678030.37,0.00537422,44584148.47,0.006052873,,,
8/10/2022,8:53:01,1530.555,37,4959911.29,0.001722239,14865653.05,0.00390864,24772546.65,0.0044914,34678032.16,0.005376487,44584148.15,0.006055973,,,
8/10/2022,8:53:01,1530.555,37,4959911.29,0.001722239,14865653.05,0.00390864,24772546.65,0.0044914,34678032.16,0.005376487,44584148.15,0.006055973,,,
8/10/2022,8:53:02,1531.796,37,4959911.21,0.001722361,14865653.43,0.00390942,24772546.45,0.004490727,34678031.4,0.00537726,44584147.45,0.00605548,,,
8/10/2022,8:53:03,1533.047,37,4959911.37,0.001722231,14865650.32,0.00390374,24772546.85,0.004489773,34678031.7,0.005375827,44584146.59,0.00604728,,,
8/10/2022,8:53:04,1534.107,37,4959911.1,0.001722297,14865650.96,0.003904647,24772547.2,0.00448946,34678030.13,0.005373413,44584146.16,0.006049107,,,
8/10/2022,8:53:06,1535.557,37,4959911.19,0.001722243,14865650.58,0.003904827,24772548.14,0.004491493,34678029.77,0.005371987,44584144.98,0.006045133,,,
8/10/2022,8:53:07,1537.045,37,4959911.21,0.001722212,14865651.53,0.003906067,24772548.85,0.004493047,34678032.46,0.005375447,44584145.29,0.006047913,,,
8/10/2022,8:53:07,1537.048,37,4959911.21,0.001722212,14865651.53,0.003906067,24772548.85,0.004493047,34678032.46,0.005375447,44584145.29,0.006047913,,,
8/10/2022,8:53:09,1538.314,36.99,4959911.07,0.001722236,14865652.3,0.0039068,24772549.55,0.004493393,34678032.35,0.005375853,44584145.52,0.006040953,,,
8/10/2022,8:53:09,1538.315,36.99,4959911.07,0.001722236,14865652.3,0.0039068,24772549.55,0.004493393,34678032.35,0.005375853,44584145.52,0.006040953,,,
8/10/2022,8:53:10,1539.316,37,4959911.07,0.001722016,14865653.19,0.003908027,24772548.4,0.004489953,34678032.16,0.005376427,44584146.1,0.00604008,,,
8/10/2022,8:53:11,1540.565,37,4959911.03,0.00172201,14865652.09,0.003905827,24772548.59,0.004490547,34678030.07,0.005373713,44584146.35,0.006041333,,,
8/10/2022,8:53:12,1541.808,37,4959910.79,0.001721876,14865652.76,0.003906887,24772548.55,0.004491627,34678029.81,0.005373033,44584145.27,0.006036953,,,
8/10/2022,8:53:13,1543.124,37,4959910.69,0.001721924,14865652.93,0.00390742,24772547.69,0.00449116,34678031.39,0.005376733,44584146.17,0.00604474,,,
8/10/2022,8:53:15,1544.379,37,4959910.64,0.001721902,14865653.12,0.003907893,24772547.41,0.004489773,34678030.65,0.005376607,44584145.74,0.00605042,,,
8/10/2022,8:53:16,1545.636,37,4959910.8,0.001722015,14865651.12,0.003904273,24772549.16,0.004491733,34678030.65,0.00537934,44584145.88,0.006045327,,,
8/10/2022,8:53:17,1546.899,37,4959910.99,0.001722022,14865649.59,0.003902267,24772549.05,0.004491813,34678030.98,0.005380213,44584145.62,0.00604314,,,
8/10/2022,8:53:19,1548.326,37,4959911.03,0.001722044,14865649.64,0.00390214,24772546.8,0.004490767,34678031.58,0.005379193,44584145.29,0.006036287,,,
8/10/2022,8:53:21,1550.836,37,4959910.93,0.001722181,14865650.87,0.0039042,24772547.07,0.004489673,34678030.5,0.00537964,44584144.86,0.006038167,,,
8/10/2022,8:53:22,1552.081,37,4959910.69,0.00172234,14865650.11,0.00390338,24772547.42,0.004490353,34678030.65,0.005379927,44584144.88,0.00604056,,,
8/10/2022,8:53:24,1553.578,37,4959910.78,0.001722256,14865650.19,0.00390376,24772547.7,0.004489567,34678031.15,0.005380627,44584143.91,0.00603432,,,
8/10/2022,8:53:24,1553.579,37,4959910.78,0.001722256,14865650.19,0.00390376,24772547.7,0.004489567,34678031.15,0.005380627,44584143.91,0.00603432,,,
8/10/2022,8:53:25,1554.583,37,4959910.92,0.001722343,14865650.39,0.003904093,24772548.71,0.004491913,34678031.48,0.005382407,44584144.27,0.006035247,,,
8/10/2022,8:53:27,1557.154,37,4959911.09,0.001722303,14865649.53,0.003902553,24772548.01,0.00449134,34678032.81,0.00538494,44584144.95,0.006034953,,,
8/10/2022,8:53:29,1558.387,37,4959911.05,0.001722315,14865649.94,0.00390314,24772547.22,0.00448806,34678035.58,0.00538876,44584145.02,0.006040333,,,
8/10/2022,8:53:30,1559.67,37,4959911.11,0.001722263,14865650.2,0.003903333,24772546.96,0.00448602,34678036.33,0.00539214,44584145.13,0.006039707,,,
8/10/2022,8:53:33,1562.333,37,4959911,0.001722267,14865650.08,0.003903573,24772548.24,0.00448876,34678033.98,0.00538588,44584143.95,0.00603846,,,
8/10/2022,8:53:34,1563.599,37,4959911,0.001722191,14865649.9,0.00390372,24772548.9,0.00448978,34678034.32,0.005384653,44584144.35,0.006044753,,,
8/10/2022,8:53:35,1565.102,37,4959910.77,0.001722294,14865651.28,0.0039057,24772547.7,0.00448608,34678035.22,0.0053857,44584144.27,0.006044873,,,
8/10/2022,8:53:35,1565.103,37,4959910.77,0.001722294,14865651.28,0.0039057,24772547.7,0.00448608,34678035.22,0.0053857,44584144.27,0.006044873,,,
8/10/2022,8:53:36,1566.088,37,4959910.62,0.001722416,14865651.1,0.003905167,24772547.44,0.004483287,34678035,0.00538598,44584144.08,0.00604516,,,
8/10/2022,8:53:38,1567.418,37,4959910.59,0.00172249,14865652.15,0.0039071,24772547.97,0.004482007,34678034.95,0.005386393,44584143.53,0.006044853,,,
8/10/2022,8:53:39,1568.654,37,4959910.24,0.001722679,14865652.5,0.003907293,24772548.16,0.00448322,34678035.17,0.00538622,44584144.12,0.00604992,,,
8/10/2022,8:53:40,1569.911,37,4959910.39,0.001722591,14865651.59,0.00390518,24772547.87,0.004484273,34678035.06,0.00538624,44584143.13,0.00604368,,,
8/10/2022,8:53:41,1571.188,37,4959910.39,0.001722548,14865651.32,0.0039051,24772547.8,0.004482593,34678035.34,0.00538862,44584143.28,0.00604558,,,
8/10/2022,8:53:44,1573.856,37,4959910.26,0.001722446,14865652.2,0.003906487,24772547.23,0.004485613,34678035.79,0.00538744,44584142.99,0.00604498,,,
8/10/2022,8:53:45,1575.109,37,4959910.01,0.001722439,14865652.89,0.003906947,24772546.47,0.004483753,34678036.19,0.0053878,44584142.76,0.006051367,,,
8/10/2022,8:53:47,1576.606,37,4959910.09,0.001722472,14865653.98,0.003909027,24772546.16,0.004484193,34678037.46,0.005391793,44584143.38,0.00605476,,,
8/10/2022,8:53:47,1576.607,37,4959910.09,0.001722472,14865653.98,0.003909027,24772546.16,0.004484193,34678037.46,0.005391793,44584143.38,0.00605476,,,
8/10/2022,8:53:48,1577.617,37,4959910.33,0.001722358,14865654.63,0.003910087,24772546.73,0.004485273,34678037.73,0.005393093,44584142.39,0.006046353,,,
8/10/2022,8:53:49,1578.857,37,4959910.09,0.001722448,14865654.11,0.003909247,24772547.06,0.004486387,34678037.83,0.00539272,44584143.86,0.006051373,,,
8/10/2022,8:53:50,1580.17,37,4959910.31,0.001722352,14865654.57,0.003910073,24772546.35,0.004486713,34678036.02,0.005390567,44584144.37,0.006058667,,,
8/10/2022,8:53:52,1581.614,37,4959910.45,0.00172228,14865653.98,0.003908827,24772546.03,0.004485647,34678035.7,0.0053904,44584144.88,0.006062373,,,
8/10/2022,8:53:53,1583.105,37,4959910.56,0.001722231,14865653.81,0.00390918,24772545.39,0.004483947,34678033.2,0.005386573,44584145.21,0.006067053,,,
8/10/2022,8:53:53,1583.105,37,4959910.56,0.001722231,14865653.81,0.00390918,24772545.39,0.004483947,34678033.2,0.005386573,44584145.21,0.006067053,,,
8/10/2022,8:53:54,1584.111,37,4959910.71,0.001722238,14865652.9,0.003907607,24772545.02,0.00448252,34678033.27,0.00538592,44584144.42,0.006064907,,,
8/10/2022,8:53:56,1585.358,37,4959910.57,0.001722234,14865653.08,0.00390846,24772545.14,0.004481187,34678033.53,0.00538752,44584144.06,0.00606912,,,
8/10/2022,8:53:57,1586.614,37,4959910.57,0.001722276,14865654.56,0.003910553,24772545.95,0.004483207,34678034.19,0.005389247,44584144.48,0.006069133,,,
8/10/2022,8:53:58,1587.868,37,4959910.47,0.001722352,14865655.64,0.003912673,24772546.58,0.004480073,34678034.23,0.005391233,44584144.59,0.006068673,,,
8/10/2022,8:53:59,1589.109,37,4959910.52,0.00172225,14865655.13,0.003912193,24772546.28,0.004480747,34678035.45,0.005392587,44584145.24,0.006077687,,,
8/10/2022,8:54:01,1590.618,37,4959910.33,0.001722397,14865656.01,0.003913587,24772546.1,0.004480447,34678035.06,0.005393133,44584144.4,0.006071573,,,
8/10/2022,8:54:01,1590.619,37,4959910.33,0.001722397,14865656.01,0.003913587,24772546.1,0.004480447,34678035.06,0.005393133,44584144.4,0.006071573,,,
8/10/2022,8:54:02,1591.619,37,4959910.4,0.001722374,14865655.9,0.00391326,24772546.97,0.004481907,34678034.92,0.005394687,44584144.15,0.006072027,,,
8/10/2022,8:54:03,1592.925,37,4959910.46,0.001722407,14865655.93,0.003913353,24772547.04,0.004480727,34678035.35,0.005395213,44584143.56,0.006065973,,,
8/10/2022,8:54:05,1594.36,37,4959910.49,0.001722503,14865656.71,0.00391426,24772547.13,0.00448068,34678035.29,0.005395793,44584144.22,0.006067553,,,
8/10/2022,8:54:06,1595.615,37,4959910.57,0.001722412,14865656.21,0.0039132,24772547.07,0.00448042,34678036.09,0.005396613,44584144.98,0.00606838,,,
8/10/2022,8:54:07,1596.862,37,4959910.6,0.001722431,14865657.06,0.00391502,24772546.57,0.00448078,34678036.91,0.005397007,44584144.55,0.00607386,,,
8/10/2022,8:54:08,1598.106,37,4959910.61,0.001722447,14865654.81,0.003910233,24772546.45,0.004479633,34678038.05,0.00539896,44584145.37,0.006063713,,,
8/10/2022,8:54:10,1599.365,37,4959910.81,0.001722486,14865654.9,0.00391012,24772546.7,0.004479847,34678038.26,0.005398627,44584145.61,0.006065407,,,
8/10/2022,8:54:11,1600.618,37,4959910.86,0.001722533,14865654.14,0.003909347,24772546.03,0.00447806,34678037.84,0.00539878,44584145.9,0.00606484,,,
8/10/2022,8:54:12,1601.873,37,4959910.85,0.001722411,14865654.41,0.003909593,24772544.8,0.004476987,34678038.77,0.005399633,44584146.1,0.006064513,,,
8/10/2022,8:54:13,1603.131,37,4959910.9,0.001722504,14865654.68,0.003909633,24772545.87,0.004479913,34678037.22,0.005394847,44584145.87,0.00606492,,,
8/10/2022,8:54:15,1604.435,37,4959910.92,0.001722645,14865655.07,0.00391066,24772547.22,0.00448242,34678037.04,0.005395053,44584146.45,0.006068267,,,
8/10/2022,8:54:16,1605.713,37,4959911.13,0.001722603,14865655.6,0.003911473,24772547.31,0.004481567,34678036.98,0.0053949,44584147.79,0.006070387,,,
8/10/2022,8:54:17,1606.939,37,4959911.27,0.001722585,14865656.39,0.00391292,24772548.42,0.004483653,34678037.58,0.005396047,44584147.16,0.006065413,,,
8/10/2022,8:54:19,1608.371,37,4959911.17,0.001722533,14865656.51,0.003912827,24772549.59,0.004484947,34678038.11,0.00539574,44584148.48,0.00606396,,,
8/10/2022,8:54:20,1609.63,37,4959911.23,0.001722456,14865657.21,0.003914513,24772549.31,0.00448542,34678037.99,0.005395607,44584147.13,0.00606886,,,
8/10/2022,8:54:21,1610.873,37,4959911.01,0.001722467,14865658.77,0.003917047,24772549.33,0.004484933,34678037.27,0.005396033,44584147.95,0.00606966,,,
8/10/2022,8:54:22,1612.129,37,4959911.07,0.001722481,14865660.51,0.003919273,24772549.88,0.00448612,34678036.72,0.005396147,44584149.34,0.006072907,,,
8/10/2022,8:54:24,1613.63,37,4959911.23,0.001722553,14865661.13,0.003920267,24772549.33,0.004486253,34678036.86,0.005397867,44584149.89,0.00607578,,,
8/10/2022,8:54:24,1613.631,37,4959911.23,0.001722553,14865661.13,0.003920267,24772549.33,0.004486253,34678036.86,0.005397867,44584149.89,0.00607578,,,
8/10/2022,8:54:25,1614.629,37,4959911.36,0.001722536,14865658.14,0.003914653,24772549.74,0.00448652,34678037.43,0.00539802,44584149.92,0.006077373,,,
8/10/2022,8:54:26,1615.881,37,4959911.61,0.001722282,14865658.62,0.003915167,24772548.92,0.004485347,34678037.89,0.005396387,44584149.87,0.006074267,,,
8/10/2022,8:54:28,1617.375,37,4959911.55,0.001722319,14865658.1,0.0039145,24772549.29,0.00448576,34678038.36,0.005396713,44584150.52,0.006074993,,,
8/10/2022,8:54:29,1618.442,37,4959911.58,0.00172227,14865658.1,0.003914067,24772549.69,0.0044878,34678038.15,0.00539616,44584150.78,0.00607822,,,
8/10/2022,8:54:30,1619.879,37,4959911.63,0.001722336,14865659.04,0.003915087,24772549.61,0.004485493,34678037.81,0.005395973,44584150.35,0.00607556,,,
8/10/2022,8:54:31,1621.123,37,4959911.61,0.001722373,14865658.02,0.003913847,24772549.06,0.00448348,34678037.91,0.005394987,44584150.51,0.006075933,,,
8/10/2022,8:54:33,1622.375,37,4959911.54,0.001722243,14865657.65,0.00391324,24772549.43,0.004486133,34678036.66,0.0053935,44584150.3,0.006069747,,,
8/10/2022,8:54:34,1623.879,37,4959911.53,0.001722275,14865655.84,0.003910213,24772549.16,0.004486833,34678037.58,0.0053933,44584149.86,0.0060701,,,
8/10/2022,8:54:34,1623.88,37,4959911.53,0.001722275,14865655.84,0.003910213,24772549.16,0.004486833,34678037.58,0.0053933,44584149.86,0.0060701,,,
8/10/2022,8:54:35,1625.129,37,4959911.57,0.001722302,14865655.81,0.00390996,24772548.44,0.00448446,34678038.15,0.005394773,44584150.99,0.00607076,,,
8/10/2022,8:54:35,1625.13,37,4959911.57,0.001722302,14865655.81,0.00390996,24772548.44,0.00448446,34678038.15,0.005394773,44584150.99,0.00607076,,,
8/10/2022,8:54:36,1626.131,37,4959911.71,0.001722324,14865656.57,0.0039116,24772548.98,0.004484173,34678036.65,0.00539288,44584151.51,0.006069053,,,
8/10/2022,8:54:39,1628.646,37,4959912.03,0.001722157,14865655.89,0.0039106,24772548.69,0.004485147,34678034.32,0.005389187,44584151.88,0.006077247,,,
8/10/2022,8:54:40,1630.136,37,4959912.22,0.001722082,14865654.63,0.00390882,24772548.6,0.00448752,34678034.54,0.005389187,44584151.96,0.006071273,,,
8/10/2022,8:54:42,1631.406,37,4959912.49,0.001722024,14865654.18,0.003908507,24772547.67,0.004486153,34678035.27,0.005390473,44584152.63,0.006076673,,,
8/10/2022,8:54:43,1632.651,37,4959912.65,0.001721856,14865656.06,0.003912213,24772547.63,0.004488613,34678035.73,0.005391613,44584152.18,0.006072007,,,
8/10/2022,8:54:44,1633.91,37,4959912.41,0.001721782,14865653.9,0.003907933,24772547.7,0.004488213,34678033.65,0.005388647,44584152.92,0.0060708,,,
8/10/2022,8:54:45,1635.163,37,4959912.53,0.001721831,14865655.66,0.003910613,24772547.69,0.004488787,34678033.42,0.005389073,44584153.52,0.006073947,,,
8/10/2022,8:54:47,1636.659,37,4959912.67,0.001721706,14865655.95,0.00391154,24772548.88,0.004491147,34678033.28,0.00538896,44584153.72,0.0060771,,,
8/10/2022,8:54:47,1636.66,37,4959912.67,0.001721706,14865655.95,0.00391154,24772548.88,0.004491147,34678033.28,0.00538896,44584153.72,0.0060771,,,
8/10/2022,8:54:48,1637.659,37,4959912.95,0.001721701,14865655.16,0.003910273,24772547.89,0.004489133,34678034.36,0.00539204,44584153.03,0.00607448,,,
8/10/2022,8:54:49,1638.906,37,4959912.98,0.00172177,14865654.67,0.00390962,24772548.27,0.004489587,34678033.91,0.005392487,44584152.91,0.006076127,,,
8/10/2022,8:54:50,1640.159,37,4959913,0.001721577,14865654.78,0.00390992,24772548.08,0.004488873,34678033.47,0.005391707,44584153.68,0.006081507,,,
8/10/2022,8:54:52,1641.656,37,4959912.9,0.001721718,14865655.32,0.003910533,24772548.65,0.004487547,34678033.58,0.005391787,44584154.33,0.006079893,,,
8/10/2022,8:54:52,1641.657,37,4959912.9,0.001721718,14865655.32,0.003910533,24772548.65,0.004487547,34678033.58,0.005391787,44584154.33,0.006079893,,,
8/10/2022,8:54:53,1642.91,37,4959912.94,0.001721573,14865654.36,0.00390992,24772548.68,0.004488053,34678031.02,0.00538766,44584152.84,0.006078447,,,
8/10/2022,8:54:54,1643.974,37,4959912.71,0.001721679,14865655.08,0.00391098,24772549.38,0.00449094,34678033.22,0.00539076,44584152.82,0.006071173,,,
8/10/2022,8:54:56,1645.409,37,4959912.66,0.001721658,14865655.23,0.00391144,24772550.32,0.004492307,34678034.7,0.005391873,44584152.57,0.006069407,,,
8/10/2022,8:54:57,1646.902,37,4959912.51,0.001721731,14865654.29,0.003909867,24772551.13,0.004494073,34678036.61,0.005395893,44584151.47,0.006068053,,,
8/10/2022,8:54:57,1646.902,37,4959912.51,0.001721731,14865654.29,0.003909867,24772551.13,0.004494073,34678036.61,0.005395893,44584151.47,0.006068053,,,
8/10/2022,8:54:58,1647.902,37,4959912.48,0.001721627,14865655.14,0.00391118,24772551.42,0.00449348,34678036.45,0.005395607,44584152.09,0.006069367,,,
8/10/2022,8:54:59,1649.162,37,4959912.45,0.001721568,14865654.97,0.003910787,24772549.96,0.004492987,34678034.64,0.005390753,44584152.39,0.006070353,,,
