Date,Time,Relative_time,Temperature,Frequency_0,Dissipation_0,Frequency_1,Dissipation_1,Frequency_2,Dissipation_2,Frequency_3,Dissipation_3,Frequency_4,Dissipation_4
2022-08-10,08:35:09,458.797,37.0,4959888.81,0.0017367308415245203,14865622.65,0.003941533333333334,24772502.47,0.004535820000000001,34677971.36,0.005435160000000001,44584050.01,0.006080393333333334
2022-08-10,08:35:10,460.051,37.0,4959888.97,0.0017366292677676745,14865622.29,0.003941093333333333,24772501.96,0.00453382,34677972.09,0.0054357266666666655,44584051.08,0.00608726
2022-08-10,08:35:12,461.305,37.0,4959889.15,0.0017366076731539209,14865622.42,0.00394112,24772502.01,0.0045326333333333335,34677972.32,0.005435733333333335,44584051.55,0.006087513333333334
2022-08-10,08:35:13,462.542,37.0,4959889.35,0.0017364498700935022,14865622.82,0.003940900000000001,24772501.21,0.00453098,34677972.22,0.005434706666666667,44584051.9,0.00608706
2022-08-10,08:35:14,463.8,37.0,4959889.26,0.0017365067028462023,14865622.69,0.003941200000000001,24772501.65,0.00453144,34677972.39,0.005433160000000001,44584053.43,0.006092806666666668
2022-08-10,08:35:15,465.113,37.0,4959889.37,0.0017365173473368092,14865624.16,0.003943013333333334,24772501.74,0.00453114,34677971.24,0.005433366666666668,44584054.23,0.006099333333333334
2022-08-10,08:35:17,466.347,37.0,4959889.45,0.0017366321090460885,14865625.91,0.0039452,24772502.38,0.004531406666666667,34677970.9,0.005433206666666667,44584054.3,0.0061057
2022-08-10,08:35:18,467.8,37.0,4959889.33,0.0017366261191718222,14865626.79,0.003945786666666668,24772503.95,0.0045349733333333335,34677968.15,0.0054271533333333346,44584054.67,0.006104160000000001
2022-08-10,08:35:19,468.9,37.0,4959889.44,0.0017365770352088417,14865624.73,0.003941566666666667,24772505.43,0.004537493333333334,34677968.1,0.005426953333333334,44584054.57,0.0061049933333333336
2022-08-10,08:35:21,470.295,37.0,4959889.37,0.0017364831528722746,14865625.47,0.003942386666666667,24772506.38,0.004539006666666668,34677968.93,0.005427160000000002,44584054.61,0.006104120000000001
2022-08-10,08:35:22,471.551,37.0,4959889.37,0.0017363881220663524,14865624.59,0.003941060000000001,24772505.93,0.004538853333333333,34677969.21,0.0054272133333333325,44584055.28,0.006106893333333334
2022-08-10,08:35:23,472.803,37.0,4959889.53,0.0017363734608640464,14865626.34,0.003943573333333334,24772506.56,0.004539253333333334,34677969.87,0.005428233333333334,44584055.11,0.0061096866666666685
2022-08-10,08:35:24,474.07,37.0,4959889.54,0.001736324944631805,14865627.69,0.00394504,24772505.49,0.004536233333333334,34677968.83,0.005427986666666667,44584057.12,0.006118413333333334
2022-08-10,08:35:26,475.313,37.0,4959889.71,0.0017361840959356045,14865626.13,0.003942426666666667,24772506.22,0.004537113333333334,34677970.35,0.0054307600000000015,44584057.88,0.006120353333333335
2022-08-10,08:35:27,476.568,37.0,4959889.79,0.0017360509339632408,14865626.52,0.0039421000000000005,24772506.49,0.004537126666666667,34677970.51,0.005429620000000001,44584059.21,0.006116353333333333
2022-08-10,08:35:28,477.817,37.0,4959889.85,0.0017360349530417226,14865627.31,0.003943333333333333,24772506.22,0.00453528,34677970.81,0.005430126666666667,44584058.93,0.006110693333333334
2022-08-10,08:35:29,479.127,37.0,4959889.97,0.0017360216912694901,14865627.11,0.003943146666666666,24772506.52,0.004535680000000001,34677970.84,0.005429853333333334,44584059.91,0.0061151066666666675
2022-08-10,08:35:31,480.38,37.0,4959889.74,0.0017360032037316325,14865627.35,0.00394328,24772507.7,0.0045358133333333345,34677971.18,0.005431733333333334,44584060.01,0.006106053333333336
2022-08-10,08:35:32,481.629,37.0,4959889.95,0.0017360494549274758,14865628.03,0.0039444200000000006,24772507.83,0.0045360466666666665,34677971.54,0.005433480000000002,44584061.35,0.006109753333333334
2022-08-10,08:35:33,482.882,37.0,4959889.84,0.0017361133752004621,14865627.94,0.0039438400000000005,24772508.35,0.004536946666666666,34677970.47,0.005430193333333334,44584060.85,0.006108533333333335
2022-08-10,08:35:35,484.315,37.0,4959890.07,0.0017360910182269108,14865627.78,0.003943413333333334,24772508.34,0.004534893333333333,34677970.72,0.00543036,44584061.65,0.006102926666666668
2022-08-10,08:35:36,485.562,37.0,4959890.26,0.0017358866869279063,14865628.66,0.003944233333333333,24772507.46,0.004534740000000001,34677968.92,0.005427066666666667,44584062.24,0.006105040000000001
2022-08-10,08:35:37,486.807,37.0,4959890.17,0.0017359752781658374,14865626.63,0.003940413333333334,24772508.23,0.004535233333333334,34677969.01,0.005426713333333334,44584062.38,0.006101653333333334
2022-08-10,08:35:38,488.057,37.0,4959890.2,0.0017360713415621723,14865626.28,0.0039391800000000005,24772509.1,0.0045378400000000004,34677967.51,0.005426133333333333,44584062.61,0.006101586666666667
2022-08-10,08:35:40,489.313,37.0,4959890.15,0.0017361143177838936,14865625.08,0.00393666,24772510.1,0.004539313333333334,34677967.69,0.005425640000000001,44584063.25,0.006109880000000001
2022-08-10,08:35:41,490.568,37.0,4959890.24,0.0017360413737259371,14865625.38,0.003937180000000001,24772508.88,0.004537226666666666,34677969.11,0.005426220000000001,44584063.17,0.006109573333333336
2022-08-10,08:35:42,491.808,37.0,4959890.24,0.0017359791455768237,14865625.96,0.00393862,24772508.96,0.004534226666666667,34677971.09,0.005429626666666667,44584064.29,0.006114860000000001
2022-08-10,08:35:43,493.058,37.0,4959890.34,0.0017358364876789293,14865627.61,0.003940800000000001,24772509.03,0.0045327733333333335,34677971.37,0.005431086666666667,44584063.55,0.006109493333333334
2022-08-10,08:35:45,494.388,37.0,4959890.14,0.0017358401768065557,14865623.32,0.003932593333333334,24772507.45,0.004530753333333334,34677971.61,0.005429173333333334,44584064.71,0.006111506666666667
2022-08-10,08:35:46,495.621,37.0,4959890.25,0.0017358703195195708,14865623.42,0.0039322466666666675,24772507.48,0.004530866666666667,34677972.87,0.005431893333333333,44584065.06,0.006116113333333334
2022-08-10,08:35:49,498.318,37.0,4959890.31,0.0017357487971472122,14865623.65,0.0039317200000000005,24772508.28,0.004531620000000001,34677972.25,0.005429820000000001,44584067.05,0.006117020000000001
2022-08-10,08:35:50,499.577,37.0,4959890.14,0.0017358190679976288,14865624.6,0.00393296,24772507.45,0.004529480000000001,34677972.91,0.005430793333333334,44584067.45,0.006118126666666668
2022-08-10,08:35:51,500.823,37.0,4959890.19,0.001735755984342707,14865625.67,0.003934173333333334,24772508.58,0.004530106666666667,34677974.02,0.005431906666666667,44584066.88,0.006111153333333334
2022-08-10,08:35:52,502.085,37.0,4959890.42,0.0017355930594621226,14865625.73,0.003934406666666667,24772509.2,0.004529780000000001,34677973.75,0.005430106666666667,44584067.32,0.006106233333333334
2022-08-10,08:35:54,503.326,37.0,4959890.6,0.0017354379431584477,14865626.08,0.003934293333333334,24772509.72,0.004530906666666667,34677973.98,0.0054287599999999995,44584068.0,0.006105893333333333
2022-08-10,08:35:55,504.58,37.0,4959890.61,0.001735336197267858,14865626.8,0.0039355533333333345,24772510.08,0.004531706666666667,34677974.09,0.0054286533333333335,44584067.88,0.006109166666666668
2022-08-10,08:35:56,505.834,37.0,4959890.74,0.0017353960770746322,14865627.16,0.0039360133333333335,24772510.14,0.0045313666666666665,34677971.13,0.005423246666666668,44584067.42,0.006105100000000001
2022-08-10,08:35:57,507.072,37.0,4959890.81,0.0017352038822561317,14865627.99,0.003936746666666667,24772510.15,0.004529353333333334,34677972.04,0.0054237400000000015,44584067.87,0.006109460000000001
2022-08-10,08:35:59,508.324,37.0,4959890.75,0.001735252252752781,14865627.83,0.003935860000000001,24772509.59,0.004529233333333334,34677973.26,0.005424026666666666,44584068.31,0.006098620000000002
2022-08-10,08:36:00,509.634,37.0,4959890.67,0.0017353561509181683,14865629.23,0.0039379133333333335,24772508.73,0.004525533333333334,34677971.65,0.005419506666666668,44584068.89,0.0061029666666666685
2022-08-10,08:36:01,510.892,37.0,4959890.91,0.001735296105581609,14865629.35,0.0039381,24772509.22,0.004528000000000001,34677971.93,0.005419513333333335,44584069.33,0.00610902
2022-08-10,08:36:03,512.332,37.0,4959891.11,0.0017351587473989467,14865630.67,0.003940206666666667,24772509.38,0.004528906666666667,34677972.87,0.005420260000000001,44584069.58,0.006108486666666667
2022-08-10,08:36:04,513.578,37.0,4959891.19,0.0017353185803508574,14865631.18,0.003940546666666667,24772511.1,0.0045296933333333345,34677973.01,0.005417906666666667,44584068.98,0.00610468
2022-08-10,08:36:05,514.833,37.0,4959891.33,0.001735137837946316,14865630.01,0.003938553333333334,24772512.34,0.004530933333333333,34677973.89,0.005418186666666668,44584068.82,0.006099286666666668
2022-08-10,08:36:06,516.086,37.0,4959891.32,0.0017352069988560432,14865630.42,0.0039387733333333345,24772512.38,0.004531366666666667,34677973.28,0.005415686666666667,44584068.66,0.006096226666666668
2022-08-10,08:36:08,517.335,37.0,4959891.47,0.00173502308707069,14865631.12,0.003939386666666667,24772511.96,0.004530206666666667,34677973.08,0.005415153333333335,44584069.26,0.006101986666666667
2022-08-10,08:36:09,518.584,37.0,4959891.71,0.001734976343739803,14865631.3,0.003938813333333333,24772512.1,0.004530333333333333,34677973.73,0.005416586666666668,44584070.15,0.006100346666666668
2022-08-10,08:36:10,519.826,37.0,4959891.7,0.0017350032775654894,14865631.7,0.0039392,24772511.93,0.004528646666666667,34677971.81,0.005412073333333336,44584069.55,0.006094393333333334
2022-08-10,08:36:12,521.328,37.0,4959891.87,0.001735008279069029,14865630.65,0.003937646666666667,24772512.13,0.004526713333333334,34677972.41,0.005412340000000001,44584070.13,0.0060938933333333336
2022-08-10,08:36:13,522.382,37.0,4959891.97,0.0017350341568097164,14865630.16,0.003936846666666667,24772512.23,0.0045260866666666675,34677973.16,0.005412933333333335,44584070.83,0.006094566666666667
2022-08-10,08:36:14,523.649,37.0,4959892.18,0.0017350704917868478,14865632.22,0.003940406666666668,24772513.49,0.004526306666666667,34677970.77,0.005407500000000002,44584071.61,0.006097566666666668
2022-08-10,08:36:15,525.098,37.0,4959892.33,0.0017350005330891846,14865630.93,0.003938153333333334,24772513.88,0.004529666666666667,34677969.95,0.005405673333333334,44584072.24,0.006096646666666669
2022-08-10,08:36:17,526.35,37.0,4959892.25,0.0017350540618784416,14865630.71,0.003937840000000001,24772515.77,0.004531113333333334,34677969.85,0.005404760000000001,44584072.66,0.006094380000000002
2022-08-10,08:36:18,527.591,37.0,4959892.44,0.0017350489392581891,14865630.02,0.003936293333333334,24772516.02,0.004529926666666667,34677970.7,0.00540506,44584073.04,0.006089886666666667
2022-08-10,08:36:19,528.849,37.0,4959892.49,0.0017350580300184463,14865629.62,0.003935626666666667,24772517.63,0.004530973333333334,34677970.27,0.0054022266666666685,44584073.04,0.006083046666666667
2022-08-10,08:36:20,530.101,37.0,4959892.56,0.0017349745592921417,14865629.54,0.003935193333333334,24772518.03,0.004531153333333334,34677971.31,0.005402726666666667,44584073.96,0.006075986666666667
2022-08-10,08:36:22,531.353,37.0,4959892.82,0.0017349167548970509,14865628.86,0.0039335333333333335,24772517.33,0.004526653333333334,34677973.59,0.005405446666666667,44584075.07,0.006081746666666668
2022-08-10,08:36:23,532.591,37.0,4959893.04,0.001734971084084635,14865630.51,0.003936293333333334,24772516.97,0.004524466666666668,34677973.57,0.005404526666666666,44584077.23,0.0060902866666666675
2022-08-10,08:36:24,533.847,37.0,4959893.2,0.0017350881458806744,14865631.57,0.003937026666666666,24772515.93,0.004520226666666668,34677974.08,0.005404153333333332,44584078.32,0.0060916
2022-08-10,08:36:25,535.166,37.0,4959892.93,0.0017352337946522237,14865632.11,0.00393762,24772516.35,0.004519713333333334,34677975.03,0.005404833333333334,44584078.66,0.006088113333333334
2022-08-10,08:36:27,536.603,37.0,4959893.01,0.0017352760574631334,14865632.87,0.0039390933333333334,24772516.72,0.004520906666666667,34677975.29,0.005404926666666667,44584079.08,0.006085573333333335
2022-08-10,08:36:28,537.671,37.0,4959893.15,0.0017353154899978887,14865631.92,0.003937973333333334,24772517.42,0.004521773333333334,34677976.36,0.005405513333333335,44584077.82,0.006085686666666668
2022-08-10,08:36:29,538.928,37.0,4959893.19,0.0017354880148681196,14865633.32,0.003939926666666666,24772516.68,0.0045196333333333335,34677976.55,0.005405853333333334,44584077.91,0.006085333333333334
2022-08-10,08:36:31,540.369,37.0,4959893.22,0.0017355730150902088,14865634.71,0.003942166666666668,24772516.21,0.0045183,34677976.74,0.005406773333333334,44584078.89,0.006089906666666667
2022-08-10,08:36:32,541.624,37.0,4959893.23,0.0017356874030774521,14865632.21,0.003937533333333333,24772516.69,0.004518800000000001,34677975.3,0.0054015933333333346,44584079.51,0.006090340000000002
2022-08-10,08:36:33,542.883,37.0,4959893.29,0.0017357112546717071,14865633.31,0.003938553333333333,24772515.91,0.004516586666666667,34677976.15,0.005401926666666667,44584080.19,0.006089113333333333
2022-08-10,08:36:34,544.122,37.0,4959893.34,0.0017357120434575218,14865633.28,0.003938366666666668,24772514.55,0.00451434,34677977.85,0.005402460000000001,44584081.07,0.006086833333333334
2022-08-10,08:36:36,545.382,37.0,4959893.4,0.0017356357290567585,14865633.5,0.003938360000000001,24772514.13,0.004513346666666668,34677977.97,0.005400513333333333,44584080.22,0.006084553333333334
2022-08-10,08:36:37,546.623,37.0,4959893.57,0.0017355613875709786,14865632.89,0.00393734,24772513.49,0.00451134,34677979.6,0.005402946666666666,44584081.31,0.006081853333333334
2022-08-10,08:36:38,547.881,37.0,4959893.57,0.0017355686079255184,14865634.0,0.003939193333333334,24772513.81,0.004511466666666668,34677979.51,0.005402180000000001,44584081.85,0.0060835666666666675
2022-08-10,08:36:39,549.178,37.0,4959893.49,0.0017356756283453234,14865633.32,0.003937960000000001,24772513.88,0.004511206666666667,34677981.2,0.0054041666666666665,44584082.48,0.006087933333333334
2022-08-10,08:36:41,550.43,37.0,4959893.65,0.0017355503361417292,14865634.63,0.00394048,24772513.73,0.004510800000000001,34677981.45,0.0054045866666666675,44584082.11,0.006079980000000001
2022-08-10,08:36:42,551.688,37.0,4959893.77,0.0017355516112732643,14865636.17,0.00394308,24772514.23,0.004510813333333333,34677982.44,0.0054051,44584083.27,0.006087100000000001
2022-08-10,08:36:43,552.949,37.0,4959893.78,0.0017355562554088114,14865637.17,0.003944100000000001,24772512.88,0.004508453333333334,34677980.28,0.0054001333333333346,44584083.92,0.006085673333333334
2022-08-10,08:36:45,554.379,37.0,4959893.73,0.0017356625992316196,14865638.06,0.003944940000000001,24772513.64,0.004507993333333334,34677980.3,0.005399426666666668,44584084.49,0.006086666666666668
2022-08-10,08:36:46,555.622,37.0,4959893.76,0.0017356689829454758,14865636.89,0.003942826666666667,24772513.75,0.004509280000000001,34677980.55,0.0053998733333333335,44584084.05,0.006080840000000001
2022-08-10,08:36:47,556.878,37.0,4959893.79,0.0017357862095958804,14865636.43,0.003942333333333333,24772513.71,0.004509313333333334,34677981.29,0.005397986666666667,44584084.58,0.006082433333333335
2022-08-10,08:36:48,558.13,37.0,4959893.93,0.0017356842379707286,14865637.45,0.0039432266666666665,24772513.48,0.004510326666666667,34677981.99,0.0053978666666666675,44584084.87,0.0060794333333333336
2022-08-10,08:36:50,559.4,37.0,4959893.81,0.0017355760476904674,14865638.15,0.003944400000000001,24772514.35,0.0045118,34677982.55,0.0053986200000000015,44584086.04,0.0060796600000000015
2022-08-10,08:36:51,560.643,37.0,4959893.73,0.0017355909287298907,14865638.58,0.003945006666666667,24772514.14,0.00451134,34677980.95,0.005391386666666667,44584086.17,0.00607208
2022-08-10,08:36:52,561.898,37.0,4959893.87,0.0017355659580980366,14865638.59,0.003945566666666667,24772515.29,0.004510273333333333,34677982.12,0.005392193333333334,44584087.28,0.006077793333333335
2022-08-10,08:36:53,563.141,37.0,4959894.01,0.0017355145152626,14865638.73,0.003945686666666667,24772515.19,0.004510953333333334,34677980.04,0.005388953333333334,44584088.28,0.006084426666666668
2022-08-10,08:36:55,564.455,37.0,4959893.87,0.001735608909532676,14865638.36,0.0039445,24772515.66,0.004511773333333334,34677980.64,0.005388493333333335,44584088.75,0.006087333333333334
2022-08-10,08:36:56,565.703,37.0,4959893.82,0.001735586194629713,14865636.71,0.00394144,24772515.83,0.0045114533333333335,34677981.91,0.0053903066666666655,44584089.71,0.006091853333333333
2022-08-10,08:36:57,566.966,37.0,4959893.66,0.001735737508297215,14865636.29,0.00394044,24772515.18,0.004509773333333334,34677983.33,0.0053926,44584089.82,0.0060852933333333335
2022-08-10,08:36:59,568.411,37.0,4959893.72,0.0017358375109451018,14865635.26,0.003938626666666668,24772516.04,0.004509913333333334,34677983.78,0.005392493333333334,44584089.15,0.006083366666666666
2022-08-10,08:37:00,569.664,37.0,4959893.71,0.001735713829359754,14865634.34,0.003937126666666667,24772516.67,0.004506500000000001,34677985.41,0.005394473333333333,44584089.52,0.006080800000000001
2022-08-10,08:37:01,570.909,37.0,4959893.83,0.0017357150345439214,14865633.97,0.003936493333333334,24772516.54,0.0045060333333333345,34677985.74,0.005393013333333333,44584090.39,0.006081053333333333
2022-08-10,08:37:02,572.153,37.0,4959893.93,0.001735667818231595,14865634.69,0.003937373333333334,24772518.26,0.004506686666666667,34677985.69,0.005393006666666668,44584090.83,0.006081026666666667
2022-08-10,08:37:04,573.411,37.0,4959893.97,0.0017354792141382773,14865632.88,0.003934486666666667,24772518.71,0.004507186666666666,34677984.7,0.005394426666666667,44584091.21,0.0060796133333333325
2022-08-10,08:37:05,574.65,37.0,4959894.09,0.0017355019821072746,14865633.54,0.003935480000000001,24772517.76,0.004508180000000001,34677984.92,0.00539416,44584091.67,0.006074380000000002
2022-08-10,08:37:07,577.16,37.0,4959894.18,0.0017353463820000057,14865633.6,0.00393482,24772518.33,0.004507766666666668,34677987.11,0.005397373333333334,44584093.25,0.0060762666666666675
2022-08-10,08:37:09,578.412,37.0,4959893.98,0.0017354567956355527,14865634.93,0.00393632,24772517.7,0.004504780000000001,34677986.41,0.005397000000000001,44584092.64,0.006074446666666667
2022-08-10,08:37:10,579.662,37.0,4959893.95,0.0017355118944838647,14865635.63,0.003937380000000001,24772517.65,0.004504220000000001,34677988.2,0.005399886666666667,44584093.82,0.0060738400000000005
2022-08-10,08:37:11,580.996,37.0,4959893.91,0.0017355125743202993,14865636.22,0.00393848,24772518.69,0.004503753333333333,34677986.69,0.005394713333333333,44584093.84,0.0060691600000000005
2022-08-10,08:37:13,582.403,37.0,4959893.83,0.0017354331902298891,14865636.4,0.003938973333333334,24772518.43,0.004502473333333334,34677986.86,0.0053950866666666675,44584092.49,0.006064053333333334
2022-08-10,08:37:14,583.66,37.0,4959893.8,0.0017354511222202767,14865635.54,0.003937613333333333,24772517.91,0.004499513333333333,34677986.28,0.005394473333333333,44584092.67,0.006065980000000002
2022-08-10,08:37:15,584.9,37.0,4959893.85,0.0017353851022521222,14865637.24,0.003940453333333333,24772518.5,0.00450294,34677987.01,0.005395206666666667,44584093.42,0.006069473333333334
2022-08-10,08:37:17,586.412,37.0,4959893.71,0.001735271713021137,14865638.52,0.003942193333333333,24772519.5,0.004505826666666667,34677987.1,0.0053942,44584094.26,0.006070820000000001
2022-08-10,08:37:17,586.413,37.0,4959893.71,0.001735271713021137,14865638.52,0.003942193333333333,24772519.5,0.004505826666666667,34677987.1,0.0053942,44584094.26,0.006070820000000001
2022-08-10,08:37:18,587.412,37.0,4959893.73,0.0017352749384780789,14865635.85,0.003936186666666667,24772520.19,0.004505480000000001,34677990.0,0.005398313333333334,44584094.34,0.006061866666666666
2022-08-10,08:37:19,588.652,37.0,4959893.65,0.0017353314083961339,14865635.94,0.00393602,24772519.61,0.004504666666666667,34677991.56,0.005400973333333334,44584095.0,0.006067246666666668
2022-08-10,08:37:20,589.902,37.0,4959893.69,0.0017353349445796635,14865637.07,0.003937826666666667,24772518.68,0.00450314,34677991.66,0.0054015400000000015,44584093.03,0.006063506666666668
2022-08-10,08:37:21,591.161,37.0,4959893.75,0.001735349736084876,14865636.8,0.003937353333333334,24772520.13,0.004504146666666668,34677991.86,0.005400793333333332,44584093.62,0.006068146666666667
2022-08-10,08:37:23,592.465,37.0,4959893.86,0.0017353044037011016,14865637.63,0.003939000000000001,24772518.34,0.004503666666666667,34677989.83,0.005397080000000002,44584094.24,0.006070673333333334
2022-08-10,08:37:24,593.904,37.0,4959893.94,0.0017352888983676088,14865638.91,0.003941106666666668,24772517.89,0.00450138,34677989.87,0.00539624,44584094.89,0.006073260000000001
2022-08-10,08:37:25,595.161,37.0,4959893.83,0.0017353739591658244,14865638.79,0.0039411666666666675,24772518.45,0.0045042066666666665,34677990.7,0.0053987666666666665,44584094.84,0.006066426666666667
2022-08-10,08:37:27,596.414,37.0,4959893.69,0.001735422041499559,14865639.1,0.003941113333333334,24772519.2,0.004506406666666667,34677991.22,0.005400200000000001,44584093.14,0.006065146666666668
2022-08-10,08:37:28,597.658,37.0,4959893.54,0.0017353577073691915,14865638.19,0.003939760000000001,24772519.12,0.004506993333333333,34677991.61,0.005400273333333334,44584093.53,0.006069046666666669
2022-08-10,08:37:29,599.164,37.0,4959893.67,0.001735365621483972,14865638.34,0.003939726666666667,24772518.87,0.004505133333333334,34677990.66,0.005400673333333333,44584094.1,0.006076413333333333
2022-08-10,08:37:29,599.165,37.0,4959893.67,0.001735365621483972,14865638.34,0.003939726666666667,24772518.87,0.004505133333333334,34677990.66,0.005400673333333333,44584094.1,0.006076413333333333
2022-08-10,08:37:30,600.15,37.0,4959893.67,0.0017352737916071714,14865638.11,0.003939633333333335,24772519.9,0.004505053333333333,34677990.96,0.005400360000000001,44584094.74,0.0060804333333333346
2022-08-10,08:37:32,601.406,37.0,4959893.73,0.0017350532481671748,14865639.28,0.003940373333333334,24772519.7,0.004502386666666667,34677991.31,0.005399486666666667,44584095.31,0.006081433333333333
2022-08-10,08:37:33,602.661,37.0,4959893.71,0.0017349459764140973,14865640.72,0.003942933333333334,24772521.08,0.004503920000000001,34677991.71,0.005400180000000001,44584095.97,0.006077960000000001
2022-08-10,08:37:34,603.913,37.0,4959893.8,0.0017350220084166841,14865640.06,0.003942100000000001,24772521.14,0.004504293333333334,34677992.23,0.005399073333333335,44584094.91,0.00607564
2022-08-10,08:37:36,605.405,37.0,4959893.85,0.0017349640921125128,14865640.21,0.003942506666666667,24772521.21,0.00450382,34677993.69,0.005402253333333333,44584094.95,0.006078313333333334
2022-08-10,08:37:37,606.465,37.0,4959893.81,0.0017348521901361146,14865640.58,0.003943353333333333,24772521.18,0.004503553333333334,34677993.94,0.005402660000000001,44584094.96,0.00607654
2022-08-10,08:37:38,607.72,37.0,4959893.79,0.0017349355179378267,14865641.33,0.003943986666666667,24772522.24,0.0045055,34677994.23,0.005402466666666669,44584095.2,0.0060756666666666685
2022-08-10,08:37:39,609.163,37.0,4959893.77,0.0017349853903163666,14865640.86,0.003943386666666667,24772522.82,0.004506060000000001,34677994.05,0.0054015933333333346,44584096.08,0.006082366666666668
2022-08-10,08:37:41,610.407,37.0,4959893.79,0.001735000913399669,14865641.41,0.0039439466666666674,24772523.93,0.004504080000000001,34677993.4,0.005399726666666668,44584096.67,0.006084253333333334
2022-08-10,08:37:42,611.663,37.0,4959893.71,0.001735003419406687,14865642.39,0.003945346666666668,24772524.37,0.004502526666666668,34677993.47,0.005401226666666668,44584097.55,0.006090026666666668
2022-08-10,08:37:43,612.904,37.0,4959893.87,0.0017348493006328,14865640.81,0.003942926666666668,24772525.43,0.004504180000000001,34677993.54,0.00540138,44584097.92,0.006083386666666668
2022-08-10,08:37:44,614.157,37.0,4959893.8,0.0017348591492067592,14865641.65,0.003943973333333334,24772526.34,0.004505326666666667,34677993.0,0.005400373333333334,44584097.73,0.0060842866666666676
2022-08-10,08:37:46,615.414,37.0,4959893.73,0.0017349495285805937,14865642.58,0.0039450733333333335,24772525.34,0.004502046666666667,34677993.37,0.005399620000000002,44584097.58,0.006079693333333334
2022-08-10,08:37:47,616.651,37.0,4959893.63,0.001735017442992901,14865643.8,0.003946893333333335,24772526.16,0.004503313333333334,34677994.64,0.005403786666666668,44584097.35,0.00607684
2022-08-10,08:37:48,617.916,37.0,4959893.71,0.001734859698262606,14865643.0,0.003946440000000001,24772526.21,0.00450372,34677994.71,0.005403980000000002,44584097.47,0.00608184
2022-08-10,08:37:50,619.424,37.0,4959893.82,0.0017348516685237363,14865644.09,0.003948206666666667,24772526.98,0.0045051733333333335,34677994.81,0.005404340000000002,44584097.54,0.006079753333333334
2022-08-10,08:37:50,619.425,37.0,4959893.82,0.0017348516685237363,14865644.09,0.003948206666666667,24772526.98,0.0045051733333333335,34677994.81,0.005404340000000002,44584097.54,0.006079753333333334
2022-08-10,08:37:51,620.49,37.0,4959893.76,0.0017349151923812616,14865644.44,0.00394768,24772527.76,0.004507460000000001,34677994.96,0.005405593333333334,44584097.81,0.00608312
2022-08-10,08:37:52,621.73,37.0,4959893.87,0.0017348442106630778,14865644.98,0.003948373333333334,24772528.42,0.004508293333333333,34677995.19,0.005407973333333335,44584096.96,0.006083260000000002
2022-08-10,08:37:53,623.167,37.0,4959893.84,0.0017348460718835956,14865645.06,0.003948780000000001,24772528.2,0.004507053333333334,34677992.52,0.0054014933333333326,44584096.29,0.006081413333333334
2022-08-10,08:37:55,624.416,37.0,4959893.98,0.0017347538135822306,14865645.16,0.003948946666666666,24772528.47,0.004507733333333334,34677993.94,0.005406046666666669,44584096.03,0.006084913333333335
2022-08-10,08:37:56,625.678,37.0,4959893.96,0.0017347135950311584,14865643.07,0.003944733333333334,24772526.82,0.0045044666666666676,34677994.19,0.005408166666666667,44584094.8,0.00608196
2022-08-10,08:37:57,626.918,37.0,4959893.95,0.0017347545461542282,14865642.59,0.0039442800000000005,24772526.49,0.004503773333333333,34677995.48,0.005411893333333333,44584094.95,0.006076180000000001
2022-08-10,08:38:00,629.424,37.0,4959894.21,0.0017346637388251723,14865644.77,0.003948166666666667,24772526.58,0.004501466666666667,34677992.71,0.005407233333333334,44584093.87,0.006067726666666669
2022-08-10,08:38:01,630.681,37.0,4959894.34,0.0017346122956993124,14865644.56,0.003947746666666667,24772526.32,0.004502293333333334,34677992.46,0.005408046666666667,44584094.2,0.006072120000000001
2022-08-10,08:38:02,631.917,37.0,4959894.39,0.0017346026573692081,14865645.71,0.00394956,24772525.84,0.004501100000000001,34677991.68,0.005406886666666667,44584095.63,0.006078146666666666
2022-08-10,08:38:03,633.176,37.0,4959894.47,0.0017345645461784116,14865645.71,0.003949686666666667,24772525.85,0.004503713333333334,34677991.63,0.005407180000000001,44584096.13,0.0060828800000000014
2022-08-10,08:38:05,634.494,37.0,4959894.53,0.0017346817425095973,14865645.9,0.003949693333333335,24772526.82,0.0045038000000000005,34677990.43,0.005403686666666668,44584095.67,0.00607966
2022-08-10,08:38:06,635.73,37.0,4959894.66,0.001734700586453211,14865645.79,0.00394916,24772526.71,0.00450426,34677991.18,0.005404993333333334,44584096.24,0.0060791000000000005
2022-08-10,08:38:07,637.181,37.0,4959894.68,0.0017349233700772438,14865645.88,0.0039493133333333335,24772527.99,0.0045064400000000004,34677992.31,0.0054077,44584096.88,0.006081619999999999
2022-08-10,08:38:09,638.424,37.0,4959894.54,0.00173507392053611,14865645.56,0.003948106666666667,24772527.9,0.004506300000000001,34677991.57,0.005407986666666667,44584096.46,0.006085440000000001
2022-08-10,08:38:10,639.679,37.0,4959894.55,0.001734913591051021,14865645.87,0.0039484333333333335,24772527.86,0.004507193333333334,34677992.12,0.005408426666666667,44584097.09,0.006092126666666666
2022-08-10,08:38:11,640.92,37.0,4959894.64,0.0017348963009496039,14865644.76,0.003946600000000001,24772527.34,0.004504673333333334,34677992.28,0.005408686666666667,44584097.59,0.006097326666666668
